40,122.46936078
82,181.207490947
78,168.855635947
41,113.468994104
69,164.508910667
52,133.826809783
66,157.405044471
77,172.880732904
55,138.262994783
83,177.811118356
49,129.24608624
71,168.732902567
76,172.137245323
38,120.050784655
42,115.928844889
32,109.640752905
31,103.644557057
56,137.531640952
77,175.544298998
75,174.167428112
67,161.195436316
48,128.574227784
42,124.646705744
53,135.633651303
74,160.554988362
45,117.651038785
72,167.514217561
52,139.87279202
38,118.674709336
76,173.188296745
59,144.891036763
37,119.814943503
56,136.700599705
63,152.709101329
50,126.80557363
81,171.589419571
64,153.505936676
72,162.103984841
41,123.510597318
65,159.483899279
80,169.854997669
43,127.278156572
52,128.929011011
58,138.033941894
72,166.338484048
45,130.352474952
43,116.240192172
35,113.590296725
64,156.870644453
79,174.245842093
78,170.279463189
37,111.151779962
36,111.778538057
69,164.63689876
47,129.30326201
37,112.365921548
35,110.55643597
62,143.924264934
36,112.921315146
57,139.045617444
60,151.353957316
75,165.036518246
47,122.730163857
58,148.683684756
62,144.258573715
70,161.315545456
46,128.704702627
35,112.286242346
43,115.853726697
80,169.465723314
30,104.925807423
36,109.795805538
70,159.918081036
55,138.090775529
68,162.714124733
84,183.428043101
44,125.570920165
50,135.512629381
71,163.181306671
84,184.225958066
71,161.425063397
76,169.582528491
51,130.795677017
51,127.472434335
52,137.665167465
56,135.541647188
82,185.609272144
84,178.538902599
59,142.652188002
43,116.664279725
80,178.373694863
77,173.803206779
45,126.974131327
45,123.604322202
77,171.756014682
42,117.700730758
83,174.501006013
41,124.622433774
81,181.398914641
35,116.785002431
76,171.708993964
52,137.809032526
36,111.623282435
58,150.050189966
69,153.493071318
79,177.418220423
52,141.274984439
49,134.520391699
52,139.819992414
46,120.878286837
72,165.137460017
65,153.829794759
49,131.069116716
72,168.465586856
84,184.506715679
83,182.378754154
52,140.845049362
65,158.153447749
47,132.906633967
51,139.410267866
43,123.238746585
31,106.63999962
69,162.201567271
66,148.96279643
83,178.653685515
32,109.439759953
33,100.854945753
34,112.661826381
33,103.441784023
33,112.178686307
51,139.149932213
52,138.47848969
58,144.877399232
54,131.801544714
45,128.450328145
59,150.316437462
32,108.863187323
43,124.21324809
38,108.269822201
36,109.680585177
58,146.399069382
31,109.04763876
42,118.229563446
41,113.010423863
32,103.526496069
74,168.152151395
76,170.852022167
82,183.041594564
32,101.071704059
80,182.620939739
44,127.521322932
70,163.163622764
60,149.445632021
71,157.13356211
44,116.592274647
81,171.477019754
72,159.833396104
46,131.982126199
60,142.612577129
50,137.187136727
65,147.631976185
58,136.839957164
46,132.521387343
79,167.46755236
58,138.477883027
38,113.389756025
84,186.65959123
38,111.574369574
49,132.916320115
42,118.345622879
48,127.090590989
60,150.390923906
32,108.861771155
78,168.033791306
65,155.950096258
66,150.405683073
82,185.101859493
68,164.745654084
70,157.44728424
72,160.347947086
78,179.465013473
79,172.799176942
49,123.63259596
81,178.182318728
50,133.144954056
47,129.461242336
60,144.234431959
68,152.863439155
35,114.870650527
53,142.792042268
79,173.329851894
31,97.2313438813
79,173.785853897
58,147.924473422
74,167.487536728
55,138.055400995
41,114.08986941
69,157.811540357
62,155.011082833
43,124.401736736
